-- intercalados lateralmente a cada 4 linhas
0,0,0,0,0,0,0,0,0,0,0,0
0,I,0,0,0,0,0,0,0,0,0,0
0,I,0,0,0,0,0,0,0,0,0,0
0,I,0,0,0,0,0,0,0,0,0,0
0,I,0,0,0,0,0,0,0,0,0,0
0,I,0,0,0,0,0,0,0,0,0,0
0,I,0,0,0,0,0,0,0,0,0,0
0,I,0,0,0,0,0,0,0,0,0,0
0,I,0,0,0,0,0,0,0,0,0,0
0,I,0,0,0,0,0,0,0,0,0,0
0,I,0,0,0,0,0,0,0,0,0,0
0,I,0,0,0,0,0,0,0,0,0,0
0,I,I,I,I,I,I,I,I,I,I,I
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
-- zigzag quase fechado
I,I,I,I,I,I,I,I,I,I,I,I
0,0,0,0,I,0,0,0,I,0,0,0
0,I,0,0,I,0,0,0,I,0,0,0
0,I,0,0,I,0,I,0,I,0,0,0
0,I,0,0,I,0,I,0,I,0,0,0
0,I,0,0,I,0,I,0,I,0,0,0
0,I,0,0,I,0,I,0,I,0,0,0
0,I,0,0,I,0,I,0,I,0,0,0
0,I,0,0,I,0,I,0,I,0,0,0
0,I,0,0,I,0,I,0,I,0,0,0
0,I,0,0,I,0,I,0,I,0,0,0
0,I,0,0,0,0,I,0,0,0,0,0
0,I,0,0,0,0,I,0,0,0,0,0
0,I,I,I,I,I,I,I,I,I,I,I
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
-- blocos intercalados nas pontas
0,0,0,0,0,0,0,0,0,0,0,0
I,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
I,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
I,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
I,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
I,0,0,0,0,0,0,0,0,0,0,I
-- blocos intercalados no meio
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
-- M grande (vazado no meio)
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,I,0,0,0,0,0,0,I,0,0
0,0,I,I,0,0,0,0,I,I,0,0
0,0,I,0,I,0,0,I,0,I,0,0
0,0,I,0,0,I,0,0,0,I,0,0
0,0,I,0,0,0,0,0,0,I,0,0
0,0,I,0,0,0,0,0,0,I,0,0
0,0,I,0,0,0,0,0,0,I,0,0
0,0,I,0,0,0,0,0,0,I,0,0
0,0,I,0,0,0,0,0,0,I,0,0
0,0,I,0,0,0,0,0,0,I,0,0
0,0,I,0,0,0,0,0,0,I,0,0
0,0,I,0,0,0,0,0,0,I,0,0
0,0,I,0,0,0,0,0,0,I,0,0
0,I,I,I,0,0,0,0,I,I,I,0
-- I serifado grande
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,I,I,I,I,I,I,I,I,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,I,I,I,I,I,I,I,I,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
-- bandeira  vazada
0,I,0,I,0,I,I,0,I,0,I,0
0,I,0,I,0,I,I,0,I,0,I,0
0,0,0,0,0,0,0,0,0,0,0,0
0,I,0,I,0,I,I,0,I,0,I,0
0,I,0,I,0,I,I,0,I,0,I,0
0,I,0,I,0,I,I,0,I,0,I,0
0,0,0,0,0,0,0,0,0,0,0,0
0,I,0,I,0,I,I,0,I,0,I,0
0,I,0,I,0,I,I,0,I,0,I,0
0,I,0,I,0,I,I,0,I,0,I,0
0,I,0,I,0,I,I,0,I,0,I,0
0,0,0,0,0,0,0,0,0,0,0,0
0,I,0,I,0,I,I,0,I,0,I,0
0,I,0,I,0,I,I,0,I,0,I,0
0,I,0,I,0,I,I,0,I,0,I,0
0,0,0,I,0,I,I,0,I,0,0,0
0,0,0,0,0,I,I,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
-- U com U invertido dentro
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,I,0,0,0,0,0,0,0,0,I,0
0,I,0,0,0,0,0,0,0,0,I,0
0,I,0,I,I,I,I,I,I,0,I,0
0,I,0,I,0,0,0,0,I,0,I,0
0,I,0,I,0,0,0,0,I,0,I,0
0,I,0,I,0,0,0,0,I,0,I,0
0,I,0,I,0,0,0,0,I,0,I,0
0,I,0,I,0,0,0,0,I,0,I,0
0,I,0,I,0,0,0,0,I,0,I,0
0,I,0,I,0,0,0,0,I,0,I,0
0,I,0,0,0,0,0,0,0,0,I,0
0,I,0,0,0,0,0,0,0,0,I,0
0,I,I,I,I,I,I,I,I,I,I,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
-- colunas laterais
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,I,0,I,0,0,0,0,I,0,I,0
0,I,0,I,0,0,0,0,I,0,I,0
0,I,0,I,0,0,0,0,I,0,I,0
0,I,0,I,0,0,0,0,I,0,I,0
0,I,0,I,0,0,0,0,I,0,I,0
0,I,0,I,0,0,0,0,I,0,I,0
0,I,0,I,0,0,0,0,I,0,I,0
0,I,0,I,0,0,0,0,I,0,I,0
0,I,0,I,0,0,0,0,I,0,I,0
0,I,0,I,0,0,0,0,I,0,I,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
-- 7s espelhados com u no meio
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
I,I,I,I,0,0,0,0,I,I,I,I
I,0,0,I,0,0,0,0,I,0,0,I
I,0,0,I,0,0,0,0,I,0,0,I
I,0,0,0,0,0,0,0,0,0,0,I
I,0,0,0,0,0,0,0,0,0,0,I
I,0,0,0,0,0,0,0,0,0,0,I
I,0,0,0,0,0,0,0,0,0,0,I
I,0,0,0,0,0,0,0,0,0,0,I
I,0,0,I,0,0,0,0,I,0,0,I
I,0,0,I,0,0,0,0,I,0,0,I
I,0,0,I,I,I,I,I,I,0,0,I
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
-- círculo aberto em cima
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,I,0,0,0,I,0,0,0,0
0,0,I,0,0,0,0,0,I,0,0,0
0,I,0,0,0,0,0,0,0,I,0,0
I,0,0,0,0,0,0,0,0,0,I,0
I,0,0,0,0,0,0,0,0,0,I,0
I,0,0,0,0,0,0,0,0,0,I,0
0,I,0,0,0,0,0,0,0,I,0,0
0,0,I,0,0,0,0,0,I,0,0,0
0,0,0,I,I,I,I,I,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
-- borda de bandeira vazada
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,I,I,I,0,I,I,0,I,I,I,0
0,I,0,0,0,0,0,0,0,0,I,0
0,I,0,0,0,0,0,0,0,0,I,0
0,I,0,0,0,0,0,0,0,0,I,0
0,0,I,0,0,0,0,0,0,I,0,0
0,0,0,I,0,0,0,0,I,0,0,0
0,0,0,0,I,0,0,I,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
-- túnel central
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,I,0,0,I,0,0,0,0
0,0,0,0,I,0,0,I,0,0,0,0
0,0,0,0,I,0,0,I,0,0,0,0
I,I,I,I,I,0,0,I,I,I,I,I
0,0,0,0,I,0,0,I,0,0,0,0
0,0,0,0,I,0,0,I,0,0,0,0
0,0,0,0,I,0,0,I,0,0,0,0
0,0,0,0,I,0,0,I,0,0,0,0
0,0,0,0,I,0,0,I,0,0,0,0
0,0,0,0,I,0,0,I,0,0,0,0
0,0,0,0,I,0,0,I,0,0,0,0
0,0,0,0,I,0,0,I,0,0,0,0
0,0,0,0,I,0,0,I,0,0,0,0
0,0,0,0,I,0,0,I,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
-- escadinha
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
I,0,0,0,0,0,0,0,0,0,0,0
0,0,I,0,0,0,0,0,0,0,0,0
0,0,0,0,I,0,0,0,0,0,0,0
0,0,0,0,0,0,I,0,0,0,0,0
0,0,0,0,0,0,0,0,I,0,0,0
0,0,0,0,0,0,0,0,0,0,I,0
0,0,0,0,0,0,0,0,0,0,0,0
-- múltiplas colunas centrais vazadas
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,I,0,I,0,I,0,I,0,I,0
0,0,I,0,I,0,I,0,I,0,I,0
0,0,I,0,I,0,I,0,I,0,I,0
0,0,I,0,I,0,I,0,I,0,I,0
0,0,I,0,I,0,I,0,I,0,I,0
0,0,I,0,I,0,I,0,I,0,0,0
0,0,I,0,I,0,I,0,I,0,I,0
0,0,I,0,I,0,I,0,0,0,0,0
0,0,I,0,I,0,I,0,I,0,I,0
0,0,I,0,I,0,0,0,0,0,0,0
0,0,I,0,I,0,I,0,I,0,I,0
0,0,I,0,0,0,0,0,0,0,0,0
0,0,I,0,I,0,I,0,I,0,I,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
